season,week,celebrity_name,mean,std,cv,certainty,ci_low,ci_high,regime
1,3,Rachel Hunter,0.09564597678455913,1.3877787807814457e-17,1.4509536390719212e-16,0.9999999999999998,0.09564597678455912,0.09564597678455912,rank
1,3,Joey McIntyre,0.268425861064607,0.03675920680611319,0.13694361139542244,0.8795510964458957,0.2599927206586828,0.34854069492088674,rank
1,4,John O'Hurley,0.2760043447065935,5.551115123125783e-17,2.0112419349872543e-16,0.9999999999999998,0.2760043447065936,0.2760043447065936,rank
1,4,Kelly Monaco,0.16740509727844327,2.7755575615628914e-17,1.657988679368785e-16,0.9999999999999998,0.1674050972784433,0.1674050972784433,rank
1,4,Rachel Hunter,0.10153632409155175,2.7755575615628914e-17,2.733561202255331e-16,0.9999999999999998,0.10153632409155178,0.10153632409155178,rank
1,4,Joey McIntyre,0.4550542339234111,5.551115123125783e-17,1.2198798976695326e-16,0.9999999999999998,0.45505423392341116,0.45505423392341116,rank
1,5,John O'Hurley,0.30719588571849843,5.551115123125783e-17,1.8070278220498678e-16,0.9999999999999998,0.3071958857184984,0.3071958857184984,rank
1,5,Kelly Monaco,0.5064803910556539,1.1102230246251565e-16,2.1920355540539795e-16,0.9999999999999998,0.506480391055654,0.506480391055654,rank
1,5,Joey McIntyre,0.18632372322584756,2.7755575615628914e-17,1.4896426034802717e-16,0.9999999999999998,0.1863237232258476,0.1863237232258476,rank
1,6,John O'Hurley,0.37754066879814546,0.0,0.0,1.0,0.37754066879814546,0.37754066879814546,rank
