Name,Season,Role,Start Date,End Date,Average_Popularity_Score
Artem Chigvintsev,31,Professional,2022-09-19,2022-11-21,18.59375
Brandon Armstrong,31,Professional,2022-09-19,2022-11-21,
Britt Stewart,31,Professional,2022-09-19,2022-11-21,8.046875
Cheryl Burke,31,Professional,2022-09-19,2022-11-21,24.859375
Daniella Karagach,31,Professional,2022-09-19,2022-11-21,12.90625
Emma Slater,31,Professional,2022-09-19,2022-11-21,15.1875
Gleb Savchenko,31,Professional,2022-09-19,2022-11-21,17.828125
Koko Iwasaki,31,Professional,2022-09-19,2022-11-21,6.640625
Louis van Amstel,31,Professional,2022-09-19,2022-11-21,4.9375
Mark Ballas,31,Professional,2022-09-19,2022-11-21,18.3125
Pasha Pashkov,31,Professional,2022-09-19,2022-11-21,5.921875
Peta Murgatroyd,31,Professional,2022-09-19,2022-11-21,5.09375
Sasha Farber,31,Professional,2022-09-19,2022-11-21,13.59375
Valentin Chmerkovskiy,31,Professional,2022-09-19,2022-11-21,2.859375
Witney Carson,31,Professional,2022-09-19,2022-11-21,
Adrian Peterson,32,Celebrity,2023-09-26,2023-12-05,11.76056338028169
Alyson Hannigan,32,Celebrity,2023-09-26,2023-12-05,15.95774647887324
Ariana Madix,32,Celebrity,2023-09-26,2023-12-05,13.845070422535212
Barry Williams,32,Celebrity,2023-09-26,2023-12-05,9.619718309859154
Charity Lawson,32,Celebrity,2023-09-26,2023-12-05,17.225352112676056
Harry Jowsey,32,Celebrity,2023-09-26,2023-12-05,17.225352112676056
Jamie Lynn Spears,32,Celebrity,2023-09-26,2023-12-05,15.112676056338028
Jason Mraz,32,Celebrity,2023-09-26,2023-12-05,18.408450704225352
Lele Pons,32,Celebrity,2023-09-26,2023-12-05,15.704225352112676
Matt Walsh,32,Celebrity,2023-09-26,2023-12-05,9.014084507042254
Mauricio Umansky,32,Celebrity,2023-09-26,2023-12-05,12.408450704225352
Mira Sorvino,32,Celebrity,2023-09-26,2023-12-05,9.126760563380282
Tyson Beckford,32,Celebrity,2023-09-26,2023-12-05,7.028169014084507
Xochitl Gomez,32,Celebrity,2023-09-26,2023-12-05,12.549295774647888
Alan Bersten,32,Professional,2023-09-26,2023-12-05,9.140845070422536
Artem Chigvintsev,32,Professional,2023-09-26,2023-12-05,13.929577464788732
Brandon Armstrong,32,Professional,2023-09-26,2023-12-05,9.816901408450704
Britt Stewart,32,Professional,2023-09-26,2023-12-05,5.253521126760563
Daniella Karagach,32,Professional,2023-09-26,2023-12-05,10.380281690140846
Emma Slater,32,Professional,2023-09-26,2023-12-05,11.492957746478874
Gleb Savchenko,32,Professional,2023-09-26,2023-12-05,11.887323943661972
Jenna Johnson,32,Professional,2023-09-26,2023-12-05,11.112676056338028
Koko Iwasaki,32,Professional,2023-09-26,2023-12-05,2.183098591549296
Pasha Pashkov,32,Professional,2023-09-26,2023-12-05,8.80281690140845
Peta Murgatroyd,32,Professional,2023-09-26,2023-12-05,10.76056338028169
Rylee Arnold,32,Professional,2023-09-26,2023-12-05,19.211267605633804
Sasha Farber,32,Professional,2023-09-26,2023-12-05,13.450704225352112
Valentin Chmerkovskiy,32,Professional,2023-09-26,2023-12-05,7.985915492957746
Anna Delvey,33,Celebrity,2024-09-17,2024-11-26,8.746478873239436
Brooks Nader,33,Celebrity,2024-09-17,2024-11-26,11.056338028169014
Chandler Kinney,33,Celebrity,2024-09-17,2024-11-26,13.859154929577464
Danny Amendola,33,Celebrity,2024-09-17,2024-11-26,14.845070422535212
Dwight Howard ,33,Celebrity,2024-09-17,2024-11-26,0.0
Eric Roberts,33,Celebrity,2024-09-17,2024-11-26,7.23943661971831
Ilona Maher,33,Celebrity,2024-09-17,2024-11-26,21.014084507042252
Jenn Tran,33,Celebrity,2024-09-17,2024-11-26,28.760563380281692
Joey Graziadei,33,Celebrity,2024-09-17,2024-11-26,23.690140845070424
Phaedra Parks,33,Celebrity,2024-09-17,2024-11-26,12.43661971830986
Reginald VelJohnson,33,Celebrity,2024-09-17,2024-11-26,10.211267605633802
Stephen Nedoroscik,33,Celebrity,2024-09-17,2024-11-26,14.28169014084507
Tori Spelling,33,Celebrity,2024-09-17,2024-11-26,7.464788732394366
Alan Bersten,33,Professional,2024-09-17,2024-11-26,19.014084507042252
Brandon Armstrong,33,Professional,2024-09-17,2024-11-26,11.309859154929578
Britt Stewart,33,Professional,2024-09-17,2024-11-26,11.746478873239436
Daniella Karagach,33,Professional,2024-09-17,2024-11-26,16.845070422535212
Emma Slater,33,Professional,2024-09-17,2024-11-26,19.380281690140844
Ezra Sosa,33,Professional,2024-09-17,2024-11-26,17.774647887323944
Gleb Savchenko,33,Professional,2024-09-17,2024-11-26,11.19718309859155
Jenna Johnson,33,Professional,2024-09-17,2024-11-26,26.056338028169016
Pasha Pashkov,33,Professional,2024-09-17,2024-11-26,11.56338028169014
Rylee Arnold,33,Professional,2024-09-17,2024-11-26,20.056338028169016
Sasha Farber,33,Professional,2024-09-17,2024-11-26,15.126760563380282
Val Chmerkovskiy,33,Professional,2024-09-17,2024-11-26,14.52112676056338
Witney Carson,33,Professional,2024-09-17,2024-11-26,18.760563380281692
Alix Earle,34,Celebrity,2025-09-16,2025-12-02,8.128205128205128
Andy Richter,34,Celebrity,2025-09-16,2025-12-02,16.96153846153846
Baron Davis,34,Celebrity,2025-09-16,2025-12-02,5.397435897435898
Corey Feldman,34,Celebrity,2025-09-16,2025-12-02,8.166666666666666
Danielle Fishel,34,Celebrity,2025-09-16,2025-12-02,11.435897435897436
Dylan Efron,34,Celebrity,2025-09-16,2025-12-02,12.08974358974359
Elaine Hendrix,34,Celebrity,2025-09-16,2025-12-02,8.679487179487179
Hilaria Baldwin,34,Celebrity,2025-09-16,2025-12-02,11.153846153846153
Jen Affleck,34,Celebrity,2025-09-16,2025-12-02,16.28205128205128
Jordan Chiles,34,Celebrity,2025-09-16,2025-12-02,7.487179487179487
Lauren Jauregui,34,Celebrity,2025-09-16,2025-12-02,6.089743589743589
Robert Irwin,34,Celebrity,2025-09-16,2025-12-02,10.012820512820513
Scott Hoying,34,Celebrity,2025-09-16,2025-12-02,10.85897435897436
Whitney Leavitt,34,Celebrity,2025-09-16,2025-12-02,13.102564102564102
Alan Bersten (Rashad Jennings week 9),34,Professional,2025-09-16,2025-12-02,0.0
Brandon Armstrong,34,Professional,2025-09-16,2025-12-02,10.564102564102564
Britt Stewart,34,Professional,2025-09-16,2025-12-02,8.756410256410257
Daniella Karagach (Rumer Willis week 9),34,Professional,2025-09-16,2025-12-02,1.2820512820512822
Emma Slater/Kaitlyn Bristowe (week 9),34,Professional,2025-09-16,2025-12-02,1.2820512820512822
Ezra Sosa (Apolo Anton Ohno week 9),34,Professional,2025-09-16,2025-12-02,0.0
Gleb Savchenko,34,Professional,2025-09-16,2025-12-02,14.782051282051283
Jan Ravnik,34,Professional,2025-09-16,2025-12-02,16.012820512820515
Jenna Johnson,34,Professional,2025-09-16,2025-12-02,21.358974358974358
Mark Ballas,34,Professional,2025-09-16,2025-12-02,20.41025641025641
Pasha Pashkov,34,Professional,2025-09-16,2025-12-02,22.192307692307693
Rylee Arnold,34,Professional,2025-09-16,2025-12-02,23.153846153846153
Val Chmerkovskiy (Joey Graziadei week 9),34,Professional,2025-09-16,2025-12-02,0.0
Witney Carson (Xoshitl Gomez week 9),34,Professional,2025-09-16,2025-12-02,0.0
